family,modality,gene,feature,estimate_type,lineage,n,altered_n,reference_n,estimate,std_error,statistic,p_value,conf_low,conf_high,estimable,reason,fdr
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Myeloid,43,,,0.118778458432268,0.29849931238178,0.397918700329704,0.692754536600651,-0.484053132571316,0.721610049435853,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Bladder/Urinary Tract,34,,,-0.0294259528623191,0.0774406043173419,-0.379980930181474,0.706469963917848,-0.187167301934013,0.128315396209375,TRUE,Estimated,0.941516607239795
target_characterization,copy_number,SOX10,SOX10 copy number,Chronos change per 1 overall SD increase,Bladder/Urinary Tract,20,,,-0.0352473027259951,0.0941094778570206,-0.374535100274872,0.712382217074154,-0.232963978951386,0.162469373499395,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Bladder/Urinary Tract,34,,,0.0156015252325633,0.042671777454544,0.365616952543934,0.717056759652096,-0.0713180410893064,0.102521091554433,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Ovary/Fallopian Tube,56,,,0.0109783585049801,0.0301813591684503,0.363746325793576,0.717467745079655,-0.0495316233812107,0.0714883403911708,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Peripheral Nervous System,36,,,0.0348053621407287,0.0973270832221525,0.357612300589387,0.722843939180078,-0.162987068345399,0.232597792626857,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,Pancreas,46,,,-0.0208602204994039,0.0593299096135223,-0.351597038244088,0.726818723731064,-0.140431796529176,0.0987113555303683,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Liver,25,,,0.0131913306363051,0.0373469803285861,0.353210099457711,0.727147734124483,-0.064066784446595,0.0904494457192051,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,Breast,51,,,0.0186011627373169,0.054918253118683,0.33870638050191,0.736278111962796,-0.0917611987963842,0.128963524271018,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Kidney,32,,,0.0151196286641606,0.0451252964735628,0.335058821674858,0.739912347652801,-0.0770385214062241,0.107277778734545,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,Myeloid,43,,,0.0296860983017507,0.0896278189418282,0.331215225944727,0.742168897176089,-0.151320954142573,0.210693150746074,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Uterus,34,,,0.0118333231012885,0.0360795137720185,0.327979007036006,0.745063916494238,-0.0616582415167639,0.0853248877193409,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Breast,51,,,0.0302547999070909,0.0988357306395916,0.306111966910188,0.760816270707245,-0.168363036929808,0.22887263674399,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Lymphoid,94,,,-0.0045196018105898,0.0148319571738623,-0.304720527278388,0.761267272393018,-0.0339771490072029,0.0249379453860233,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Myeloid,39,,,-0.0214046579804197,0.0711917191057878,-0.300662187249803,0.76535513136821,-0.165652782662652,0.122843466701813,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Bone,49,,,0.0136512348361197,0.0457485504892538,0.298397100894516,0.766715383477658,-0.0783829776275239,0.105685447299763,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Bladder/Urinary Tract,34,,,0.0128759007119693,0.0436075847341611,0.295267458412635,0.769696955503279,-0.075949842660805,0.101701644084744,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,Ovary/Fallopian Tube,38,,,-0.0120448378338479,0.0419007083037024,-0.287461437323329,0.775407328730702,-0.0970234129814185,0.0729337373137228,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Peripheral Nervous System,40,,,-0.0200608318998776,0.0700566010144867,-0.286351772843352,0.776164136083032,-0.161883006137114,0.121761342337359,TRUE,Estimated,0.941516607239795
target_characterization,copy_number,SOX10,SOX10 copy number,Chronos change per 1 overall SD increase,Myeloid,39,,,-0.019075061325843,0.0672849097984495,-0.283496869996289,0.778376276133128,-0.155407238435055,0.117257115783369,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,Pancreas,31,,,-0.00952828194599804,0.0335980144250703,-0.283596578817116,0.778734415824503,-0.078243936964954,0.0591873730729579,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Pleura,21,,,0.792783378627085,2.79022369934232,0.28412896744227,0.779384852451636,-5.04722194127653,6.6327886985307,TRUE,Estimated,0.941516607239795
target_characterization,copy_number,SOX10,SOX10 copy number,Chronos change per 1 overall SD increase,Skin,50,,,-0.0171588843819654,0.0632081912306996,-0.271466150950883,0.787196676589667,-0.144247470636969,0.109929701873038,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Uterus,34,,,-0.0222264524786931,0.081854355795017,-0.271536587916635,0.787722515153781,-0.18895831910501,0.144505414147624,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Esophagus/Stomach,62,,,0.00903693594136841,0.0340003789187565,0.265789271436123,0.791312673846968,-0.0589739479574798,0.0770478198402166,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,mutation,NF1,NF1 damaging mutation,Altered minus reference,CNS/Brain,91,17,74,0.0231749325246452,0.0877470463537775,0.264110685061794,0.792305237721545,-0.151176579524901,0.197526444574191,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,EP300,EP300 copy number,Chronos change per 1 overall SD increase,Lymphoid,74,,,0.00886151259210148,0.034619139517301,0.255971486168018,0.798702763612185,-0.0601504807448223,0.0778735059290252,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,mutation,NF1,NF1 damaging mutation,Altered minus reference,Lung,126,10,116,-0.0138075932468395,0.0565922106452508,-0.243983988068476,0.807646442594698,-0.125819430531697,0.0982042440380181,TRUE,Estimated,0.941516607239795
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Liver,25,,,-0.208642625104464,0.859652221418336,-0.242705852327382,0.810384592710965,-1.98696873525515,1.56968348504622,TRUE,Estimated,0.941516607239795
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Pleura,21,,,0.337486291171473,1.49889949001251,0.225156051770127,0.824261823397005,-2.79974639656505,3.47471897890799,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Liver,23,,,0.0169999894151901,0.0771564252023271,0.220331480762764,0.827740899034794,-0.143455580645265,0.177455559475645,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Uterus,34,,,0.00880642132576041,0.0405270144031797,0.217297559552511,0.829356036335707,-0.0737444056229641,0.091357248274485,TRUE,Estimated,0.941516607239795
target_characterization,copy_number,SOX10,SOX10 copy number,Chronos change per 1 overall SD increase,Uterus,25,,,0.0182840835387548,0.0850612987638863,0.214951850071181,0.831699410995475,-0.157678619501287,0.194246786578796,TRUE,Estimated,0.941516607239795
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Lymphoid,94,,,0.0444452331708803,0.210768108571591,0.210872666989768,0.833453006649853,-0.374158423312827,0.463048889654588,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Head and Neck,43,,,-0.0164542307679518,0.0792876856840064,-0.207525678496009,0.836626697800969,-0.176578960458281,0.143670498922377,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Biliary Tract,34,,,0.0105718720246923,0.0523289623828602,0.202027167046503,0.841174384669022,-0.0960187362816249,0.11716248033101,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Pancreas,46,,,0.00855364351032507,0.0432190562686813,0.197913704018648,0.844024129905798,-0.0785486410916356,0.0956559281122858,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,Kidney,32,,,0.0116935705927797,0.0591413024141465,0.197722574841075,0.844595780023934,-0.109089082357414,0.132476223542973,TRUE,Estimated,0.941516607239795
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,Ovary/Fallopian Tube,56,,,0.00470014126188741,0.0260511659079984,0.180419612637926,0.857498557623139,-0.0475293017002094,0.0569295842239842,TRUE,Estimated,0.94975388791903
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Bladder/Urinary Tract,34,,,0.110847769882064,0.63996757499954,0.173208415882857,0.86357860054311,-1.1927235223678,1.41441906213193,TRUE,Estimated,0.94975388791903
prespecified_hypothesis,expression,PAX3,PAX3 expression,Chronos change per 1 overall SD increase,Bladder/Urinary Tract,34,,,0.00995194602848063,0.0584842715118062,0.170164486471745,0.865952074279115,-0.109176616681891,0.129080508738852,TRUE,Estimated,0.94975388791903
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Bone,50,,,0.0117064617542239,0.0744437551847007,0.15725243474324,0.875705525986061,-0.137972739908204,0.161385663416652,TRUE,Estimated,0.950488703922743
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Head and Neck,63,,,0.0846117383587952,0.559264922835442,0.15129098018488,0.8802454115501,-1.03370759160333,1.20293106832092,TRUE,Estimated,0.950488703922743
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Myeloid,43,,,-0.0728723395448719,0.482124165930535,-0.151148489734429,0.880599828634306,-1.04654184548146,0.90079716639172,TRUE,Estimated,0.950488703922743
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Lymphoid,94,,,0.00644799522484488,0.0492087806320729,0.131033428222,0.896034974116496,-0.0912848906623648,0.104180881112055,TRUE,Estimated,0.962058603788238
prespecified_hypothesis,expression,TYRO3,TYRO3 expression,Chronos change per 1 overall SD increase,Pleura,21,,,-0.0103006515757984,0.0917966735627666,-0.112211599571255,0.911832665083196,-0.202433297457336,0.181831994305739,TRUE,Estimated,0.968441747355843
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Esophagus/Stomach,62,,,0.00363169554945046,0.0342378138839088,0.106072647096119,0.915878561193707,-0.0648541289930618,0.0721175200919628,TRUE,Estimated,0.968441747355843
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Esophagus/Stomach,62,,,0.00274234008601296,0.0259597547709299,0.105638135267899,0.916221849214107,-0.0491849008423023,0.0546695810143282,TRUE,Estimated,0.968441747355843
prespecified_hypothesis,mutation,PTEN,PTEN damaging mutation,Altered minus reference,Lymphoid,96,12,84,-0.00599614439254036,0.0636932964056369,-0.0941409022757016,0.925197606878772,-0.13246067749569,0.12046838871061,TRUE,Estimated,0.972888205171492
prespecified_hypothesis,copy_number,MITF,MITF copy number,Chronos change per 1 overall SD increase,Ovary/Fallopian Tube,38,,,-0.00577162733011233,0.0708926609919792,-0.0814136082543909,0.935563984223636,-0.149548607801486,0.138005353141262,TRUE,Estimated,0.973958703256699
prespecified_hypothesis,mutation,CDKN2A,CDKN2A damaging mutation,Altered minus reference,Pancreas,48,10,38,-0.00553577756660906,0.0737448480053183,-0.0750666347052452,0.940487207192953,-0.153976457559497,0.142904902426279,TRUE,Estimated,0.973958703256699
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Myeloid,43,,,-0.00679311021905616,0.104397184283235,-0.0650698605110468,0.948434620939905,-0.217627501077768,0.204041280639656,TRUE,Estimated,0.973958703256699
prespecified_hypothesis,expression,MITF,MITF expression,Chronos change per 1 overall SD increase,Myeloid,43,,,0.00286677615171157,0.0447871785866362,0.0640088579405841,0.949274239632335,-0.087582765954475,0.0933163182578981,TRUE,Estimated,0.973958703256699
prespecified_hypothesis,expression,ERBB3,ERBB3 expression,Chronos change per 1 overall SD increase,Head and Neck,63,,,0.00243177968521565,0.0386884805009008,0.0628553940018147,0.950087166412172,-0.0749306183920025,0.0797941777624337,TRUE,Estimated,0.973958703256699
target_characterization,expression,SOX10,SOX10 expression,Chronos change per 1 overall SD increase,Bowel,59,,,0.033844661961995,0.788113308150115,0.0429439036392321,0.965896333806839,-1.54432501561618,1.61201433954017,TRUE,Estimated,0.980837262950187
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Lung,123,,,0.000680944414925515,0.0161382225192877,0.0421945114532707,0.966413185553861,-0.0312689237200083,0.0326308125498593,TRUE,Estimated,0.980837262950187
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Esophagus/Stomach,62,,,-0.00108507259589367,0.0427659088815158,-0.0253723730951186,0.979842145655931,-0.08662962698805,0.0844594817962626,TRUE,Estimated,0.989431107562514
prespecified_hypothesis,expression,TFAP2A,TFAP2A expression,Chronos change per 1 overall SD increase,Liver,25,,,0.000828046740054705,0.042382786051778,0.0195373361968961,0.984580955074463,-0.0868474261767181,0.0885035196568275,TRUE,Estimated,0.989431107562514
prespecified_hypothesis,expression,AXL,AXL expression,Chronos change per 1 overall SD increase,Head and Neck,63,,,-0.000238102943087069,0.0251273310893051,-0.00947585488649102,0.992470397646953,-0.050483306817238,0.0500071009310639,TRUE,Estimated,0.992470397646953
